Cluster ID,MergeJoinTransform_JoinType,ExpressionTransform_InputName,xml_filename,MergeJoinTransform_JoinCondition_@JoinExpression,LookupTransform_LookupCondition_@JoinExpression,FlatFileSource_Name__FlatFileSource_ConnectionName__OleDbSource_Name__OleDbDestination_Name__FlatFileDestination_Name__FlatFileDestination_ConnectionName__LookupTransform_LookupSource_@Name,MergeJoinTransform_JoinInput_0_@SourceName__OleDbDestination_Property_0_@Name,MergeJoinTransform_JoinInput_1_@SourceName__OleDbDestination_Property_1_@Name,OleDbDestination_Property_0_#text__OleDbDestination_Property_1_#text
5,OuterJoin,Merge,xml282.xml,ProductData.ProductOrderID  = InventoryData.ProductOrderID ,MergedData.EmployeeOrderID  = ProductEmployeeOrders.EmployeeOrderID ,ProductEmployeeOrders,EmployeeEmployeeOrders,ProductEmployeeOrders,ProcessedEmployeeOrders
5,OuterJoin,MultiCast,xml283.xml,ProductData.ReturnOrderID  = InventoryData.ReturnOrderID ,MergedData.SalesOrderID  = SalesSalesOrders.SalesOrderID ,SalesSalesOrders,SalesSalesOrders,ReturnSalesOrders,ProcessedSalesOrders
5,InnerJoin,UnionAll,xml283.xml,ProductData.ReturnOrderID  = InventoryData.ReturnOrderID ,MergedData.SalesOrderID  = ReturnSalesOrders.SalesOrderID ,ReturnSalesOrders,SalesSalesOrders,ReturnSalesOrders,ProcessedSalesOrders
5,InnerJoin,Merge,xml284.xml,ProductData.InventoryOrderID  = InventoryData.InventoryOrderID ,MergedData.ServiceRequestID  = ServiceRequests.ServiceRequestID ,ServiceRequests,ServiceRequests,InventoryServiceRequests,ProcessedServiceRequests
5,OuterJoin,MergeJoin,xml284.xml,ProductData.InventoryOrderID  = InventoryData.InventoryOrderID ,MergedData.ServiceRequestID  = InventoryServiceRequests.ServiceRequestID ,InventoryServiceRequests,ServiceRequests,InventoryServiceRequests,ProcessedServiceRequests
1,InnerJoin,LookUp,xml285.xml,ProductData.ProjectOrderID  = InventoryData.ProjectOrderID ,MergedData.RepairOrderID  = RepairRepairOrders.RepairOrderID ,RepairRepairOrders,RepairRepairOrders,ProjectRepairOrders,ProcessedRepairOrders
1,RightJoin,UnionAll,xml285.xml,ProductData.ProjectOrderID  = InventoryData.ProjectOrderID ,MergedData.RepairOrderID  = ProjectRepairOrders.RepairOrderID ,ProjectRepairOrders,RepairRepairOrders,ProjectRepairOrders,ProcessedRepairOrders
5,RightJoin,Sort,xml286.xml,ProductData.TrainingOrderID  = InventoryData.TrainingOrderID ,MergedData.SubscriptionOrderID  = SubscriptionSubscriptionOrders.SubscriptionOrderID ,SubscriptionSubscriptionOrders,SubscriptionSubscriptionOrders,TrainingSubscriptionOrders,ProcessedSubscriptionOrders
5,RightJoin,UnionAll,xml286.xml,ProductData.TrainingOrderID  = InventoryData.TrainingOrderID ,MergedData.SubscriptionOrderID  = TrainingSubscriptionOrders.SubscriptionOrderID ,TrainingSubscriptionOrders,SubscriptionSubscriptionOrders,TrainingSubscriptionOrders,ProcessedSubscriptionOrders
1,InnerJoin,MultiCast,xml287.xml,ProductData.ApplicationID  = InventoryData.ApplicationID ,MergedData.MaintenanceOrderID  = MaintenanceMaintenanceOrders.MaintenanceOrderID ,MaintenanceMaintenanceOrders,MaintenanceMaintenanceOrders,LoanApplications,ProcessedMaintenanceOrders
1,RightJoin,UnionAll,xml287.xml,ProductData.ApplicationID  = InventoryData.ApplicationID ,MergedData.MaintenanceOrderID  = LoanApplications.MaintenanceOrderID ,LoanApplications,MaintenanceMaintenanceOrders,LoanApplications,ProcessedMaintenanceOrders
3,OuterJoin,MultiCast,xml288.xml,ProductData.MarketingOrderID  = InventoryData.MarketingOrderID ,MergedData.InspectionOrderID  = InspectionInspectionOrders.InspectionOrderID ,InspectionInspectionOrders,InspectionInspectionOrders,MarketingInspectionOrders,ProcessedInspectionOrders
3,LeftJoin,MergeJoin,xml288.xml,ProductData.MarketingOrderID  = InventoryData.MarketingOrderID ,MergedData.InspectionOrderID  = MarketingInspectionOrders.InspectionOrderID ,MarketingInspectionOrders,InspectionInspectionOrders,MarketingInspectionOrders,ProcessedInspectionOrders
1,LeftJoin,LookUp,xml289.xml,ProductData.LicenseOrderID  = InventoryData.LicenseOrderID ,MergedData.RenewalID  = SubscriptionRenewals.RenewalID ,SubscriptionRenewals,SubscriptionRenewals,LicenseSubscriptionRenewals,ProcessedSubscriptionRenewals
1,InnerJoin,UnionAll,xml289.xml,ProductData.LicenseOrderID  = InventoryData.LicenseOrderID ,MergedData.RenewalID  = LicenseSubscriptionRenewals.RenewalID ,LicenseSubscriptionRenewals,SubscriptionRenewals,LicenseSubscriptionRenewals,ProcessedSubscriptionRenewals
0,InnerJoin,MergeJoin,xml290.xml,ProductData.AdvertisementOrderID  = InventoryData.AdvertisementOrderID ,MergedData.LeaseOrderID  = LeaseLeaseOrders.LeaseOrderID ,LeaseLeaseOrders,LeaseLeaseOrders,AdvertisementLeaseOrders,ProcessedLeaseOrders
0,InnerJoin,MultiCast,xml290.xml,ProductData.AdvertisementOrderID  = InventoryData.AdvertisementOrderID ,MergedData.LeaseOrderID  = AdvertisementLeaseOrders.LeaseOrderID ,AdvertisementLeaseOrders,LeaseLeaseOrders,AdvertisementLeaseOrders,ProcessedLeaseOrders
5,LeftJoin,Sort,xml291.xml,ProductData.TravelOrderID  = InventoryData.TravelOrderID ,MergedData.EventOrderID  = EventEventOrders.EventOrderID ,EventEventOrders,EventEventOrders,TravelEventOrders,ProcessedEventOrders
5,LeftJoin,UnionAll,xml291.xml,ProductData.TravelOrderID  = InventoryData.TravelOrderID ,MergedData.EventOrderID  = TravelEventOrders.EventOrderID ,TravelEventOrders,EventEventOrders,TravelEventOrders,ProcessedEventOrders
4,InnerJoin,Sort,xml292.xml,ProductData.MembershipOrderID  = InventoryData.MembershipOrderID ,MergedData.FacilityOrderID  = FacilityFacilityOrders.FacilityOrderID ,FacilityFacilityOrders,FacilityFacilityOrders,MembershipFacilityOrders,ProcessedFacilityOrders
4,LeftJoin,MultiCast,xml292.xml,ProductData.MembershipOrderID  = InventoryData.MembershipOrderID ,MergedData.FacilityOrderID  = MembershipFacilityOrders.FacilityOrderID ,MembershipFacilityOrders,FacilityFacilityOrders,MembershipFacilityOrders,ProcessedFacilityOrders
0,OuterJoin,MergeJoin,xml293.xml,ProductData.SupplyOrderID  = InventoryData.SupplyOrderID ,MergedData.ConsultingOrderID  = ConsultingConsultingOrders.ConsultingOrderID ,ConsultingConsultingOrders,ConsultingConsultingOrders,SupplyConsultingOrders,ProcessedConsultingOrders
0,InnerJoin,Sort,xml293.xml,ProductData.SupplyOrderID  = InventoryData.SupplyOrderID ,MergedData.ConsultingOrderID  = SupplyConsultingOrders.ConsultingOrderID ,SupplyConsultingOrders,ConsultingConsultingOrders,SupplyConsultingOrders,ProcessedConsultingOrders
2,InnerJoin,UnionAll,xml294.xml,ProductData.SurveyOrderID  = InventoryData.SurveyOrderID ,MergedData.MaterialOrderID  = TrainingMaterialTrainingMaterialOrders.MaterialOrderID ,TrainingMaterialTrainingMaterialOrders,TrainingMaterialTrainingMaterialOrders,SurveyTrainingMaterialOrders,ProcessedTrainingMaterialOrders
2,OuterJoin,LookUp,xml294.xml,ProductData.SurveyOrderID  = InventoryData.SurveyOrderID ,MergedData.MaterialOrderID  = SurveyTrainingMaterialOrders.MaterialOrderID ,SurveyTrainingMaterialOrders,TrainingMaterialTrainingMaterialOrders,SurveyTrainingMaterialOrders,ProcessedTrainingMaterialOrders
